2024-09-25 10:04:44,450 - INFO - Starting file processing for Spechbach_RNAB.TXT
2024-09-25 10:04:44,450 - INFO - DataLoader initialized with file path: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,450 - INFO - Attempting to read file: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,451 - DEBUG - File opened successfully
2024-09-25 10:04:44,451 - DEBUG - File read into memory
2024-09-25 10:04:44,455 - DEBUG - Data parsed into DataFrame
2024-09-25 10:04:44,455 - INFO - Start iteration 0 (number 0) for Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - Changing friction for iteration 0 (number 0) for Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - DataProcessor initialized with file: C:\Users\D.Muehlfeld\Documents\Synthetic_Data\Synthetic_Data_Roughness\Spechbach_RNAB.TXT
2024-09-25 10:04:44,455 - INFO - Starting to change friction values for rows where the first column is 'RAU'.
2024-09-25 10:04:44,468 - DEBUG - New value at index 152, column RAU: 1.6042606638478885
2024-09-25 10:04:44,468 - DEBUG - Original value at index 153, column RAU: 8.3439
2024-09-25 10:04:44,468 - DEBUG - New value at index 153, column RAU: 1.9746093217966025
2024-09-25 10:04:44,468 - DEBUG - Original value at index 154, column RAU: 4.3096
2024-09-25 10:04:44,468 - DEBUG - New value at index 154, column RAU: 3.218464335836205
2024-09-25 10:04:44,468 - DEBUG - Original value at index 155, column RAU: 4.9328
2024-09-25 10:04:44,468 - DEBUG - New value at index 155, column RAU: 4.855307176924512
2024-09-25 10:04:44,468 - DEBUG - Original value at index 156, column RAU: 0.836
2024-09-25 10:04:44,468 - DEBUG - New value at index 156, column RAU: 2.335633340705997
2024-09-25 10:04:44,468 - DEBUG - Original value at index 157, column RAU: 0.6287
2024-09-25 10:04:44,468 - DEBUG - New value at index 157, column RAU: 1.739389853876042
2024-09-25 10:04:44,468 - DEBUG - Original value at index 158, column RAU: 1.4904
2024-09-25 10:04:44,468 - DEBUG - New value at index 158, column RAU: 4.365709590372281
2024-09-25 10:04:44,468 - DEBUG - Original value at index 159, column RAU: 1.3613
2024-09-25 10:04:44,468 - DEBUG - New value at index 159, column RAU: 3.847926117431423
2024-09-25 10:04:44,468 - DEBUG - Original value at index 160, column RAU: 2.4161
2024-09-25 10:04:44,468 - DEBUG - New value at index 160, column RAU: 0.23126691746423453
2024-09-25 10:04:44,468 - DEBUG - Original value at index 161, column RAU: 1.43
2024-09-25 10:04:44,468 - DEBUG - New value at index 161, column RAU: 4.06515399177592
2024-09-25 10:04:44,468 - DEBUG - Original value at index 162, column RAU: 3.2239
2024-09-25 10:04:44,468 - DEBUG - New value at index 162, column RAU: 1.2784020779144025
2024-09-25 10:04:44,468 - DEBUG - Original value at index 163, column RAU: 0.0444
2024-09-25 10:04:44,469 - DEBUG - New value at index 163, column RAU: 2.75546664567216
2024-09-25 10:04:44,469 - DEBUG - Original value at index 164, column RAU: 5.0383
2024-09-25 10:04:44,469 - DEBUG - New value at index 164, column RAU: 4.0263406907414145
2024-09-25 10:04:44,469 - DEBUG - Original value at index 165, column RAU: 0.0908
2024-09-25 10:04:44,469 - DEBUG - New value at index 165, column RAU: 3.614754484721813
2024-09-25 10:04:44,469 - DEBUG - Original value at index 166, column RAU: 1.6131
2024-09-25 10:04:44,469 - DEBUG - New value at index 166, column RAU: 0.35733205638490956
2024-09-25 10:04:44,469 - DEBUG - Original value at index 167, column RAU: 1.5579
2024-09-25 10:04:44,469 - DEBUG - New value at index 167, column RAU: 1.8846971487614912
2024-09-25 10:04:44,469 - DEBUG - Original value at index 168, column RAU: 4.5021
2024-09-25 10:04:44,469 - DEBUG - New value at index 168, column RAU: 2.4396469994799967
2024-09-25 10:04:44,469 - DEBUG - Original value at index 169, column RAU: 0.0774
2024-09-25 10:04:44,469 - DEBUG - New value at index 169, column RAU: 4.663840309482545
2024-09-25 10:04:44,469 - DEBUG - Original value at index 170, column RAU: 1.2919
2024-09-25 10:04:44,469 - DEBUG - New value at index 170, column RAU: 3.1286179920237216
2024-09-25 10:04:44,469 - DEBUG - Original value at index 171, column RAU: 3.0939
2024-09-25 10:04:44,469 - DEBUG - New value at index 171, column RAU: 4.798930471038515
2024-09-25 10:04:44,469 - DEBUG - Original value at index 172, column RAU: 1.6605
2024-09-25 10:04:44,469 - DEBUG - New value at index 172, column RAU: 3.3565006327901474
2024-09-25 10:04:44,469 - DEBUG - Original value at index 173, column RAU: 5.858
2024-09-25 10:04:44,469 - DEBUG - New value at index 173, column RAU: 4.406832741078598
2024-09-25 10:04:44,469 - DEBUG - Original value at index 174, column RAU: 1.6909
2024-09-25 10:04:44,469 - DEBUG - New value at index 174, column RAU: 4.8061626655512235
2024-09-25 10:04:44,469 - DEBUG - Original value at index 175, column RAU: 1.2636
2024-09-25 10:04:44,469 - DEBUG - New value at index 175, column RAU: 3.4732415607040257
2024-09-25 10:04:44,469 - DEBUG - Original value at index 176, column RAU: 0.3753
2024-09-25 10:04:44,469 - DEBUG - New value at index 176, column RAU: 1.5690182746184556
2024-09-25 10:04:44,470 - DEBUG - Original value at index 177, column RAU: 5.4683
2024-09-25 10:04:44,470 - DEBUG - New value at index 177, column RAU: 3.1299141909027637
2024-09-25 10:04:44,470 - DEBUG - Original value at index 178, column RAU: 3.5836
2024-09-25 10:04:44,470 - DEBUG - New value at index 178, column RAU: 3.655548399136608
2024-09-25 10:04:44,470 - DEBUG - Original value at index 179, column RAU: 2.8376
2024-09-25 10:04:44,470 - DEBUG - New value at index 179, column RAU: 2.4558112341546594
2024-09-25 10:04:44,470 - DEBUG - Original value at index 180, column RAU: 2.0741
2024-09-25 10:04:44,470 - DEBUG - New value at index 180, column RAU: 4.124860844061742
2024-09-25 10:04:44,470 - DEBUG - Original value at index 181, column RAU: 2.7378
2024-09-25 10:04:44,470 - DEBUG - New value at index 181, column RAU: 4.4720766095857405
2024-09-25 10:04:44,470 - DEBUG - Original value at index 182, column RAU: 3.968
2024-09-25 10:04:44,470 - DEBUG - New value at index 182, column RAU: 3.919653187380401
2024-09-25 10:04:44,470 - DEBUG - Original value at index 183, column RAU: 2.0115
2024-09-25 10:04:44,470 - DEBUG - New value at index 183, column RAU: 3.8799481087249617
2024-09-25 10:04:44,470 - DEBUG - Original value at index 184, column RAU: 0.7755
2024-09-25 10:04:44,470 - DEBUG - New value at index 184, column RAU: 4.46716961625256
2024-09-25 10:04:44,470 - DEBUG - Original value at index 185, column RAU: 63.0185
2024-09-25 10:04:44,470 - DEBUG - New value at index 185, column RAU: 0.5727197090888945
2024-09-25 10:04:44,470 - DEBUG - Original value at index 186, column RAU: 0.5756
2024-09-25 10:04:44,470 - DEBUG - New value at index 186, column RAU: 4.754969688114132
2024-09-25 10:04:44,470 - DEBUG - Original value at index 187, column RAU: 1.2124
2024-09-25 10:04:44,470 - DEBUG - New value at index 187, column RAU: 1.2842451548360152
2024-09-25 10:04:44,470 - DEBUG - Original value at index 188, column RAU: 4.8638
2024-09-25 10:04:44,470 - DEBUG - New value at index 188, column RAU: 4.8194516314247
2024-09-25 10:04:44,470 - DEBUG - Original value at index 189, column RAU: 21.3633
2024-09-25 10:04:44,470 - DEBUG - New value at index 189, column RAU: 0.7449758462265459
2024-09-25 10:04:44,470 - DEBUG - Original value at index 190, column RAU: 3.0553
2024-09-25 10:04:44,470 - DEBUG - New value at index 190, column RAU: 1.9370363681585219
2024-09-25 10:04:44,471 - DEBUG - Original value at index 191, column RAU: 1.4269
2024-09-25 10:04:44,471 - DEBUG - New value at index 191, column RAU: 4.50243488242273
2024-09-25 10:04:44,471 - DEBUG - Original value at index 192, column RAU: 3.6653
2024-09-25 10:04:44,471 - DEBUG - New value at index 192, column RAU: 3.6327908742928954
2024-09-25 10:04:44,471 - DEBUG - Original value at index 193, column RAU: 0.1885
2024-09-25 10:04:44,471 - DEBUG - New value at index 193, column RAU: 0.9377669308802555
2024-09-25 10:04:44,471 - DEBUG - Original value at index 194, column RAU: 4.5983
2024-09-25 10:04:44,471 - DEBUG - New value at index 194, column RAU: 1.5549959768970807
2024-09-25 10:04:44,471 - DEBUG - Original value at index 195, column RAU: 0.2346
2024-09-25 10:04:44,471 - DEBUG - New value at index 195, column RAU: 2.095587037602715
2024-09-25 10:04:44,471 - DEBUG - Original value at index 196, column RAU: 2.5238
2024-09-25 10:04:44,471 - DEBUG - New value at index 196, column RAU: 0.02653366966733639
2024-09-25 10:04:44,471 - DEBUG - Original value at index 197, column RAU: 4.0631
2024-09-25 10:04:44,471 - DEBUG - New value at index 197, column RAU: 2.5226755524779425
2024-09-25 10:04:44,471 - DEBUG - Original value at index 198, column RAU: 4.9173
2024-09-25 10:04:44,471 - DEBUG - New value at index 198, column RAU: 2.1907923160130833
2024-09-25 10:04:44,471 - DEBUG - Original value at index 199, column RAU: 2.6963
2024-09-25 10:04:44,471 - DEBUG - New value at index 199, column RAU: 2.14979917794761
2024-09-25 10:04:44,471 - DEBUG - Original value at index 200, column RAU: 1.996
2024-09-25 10:04:44,471 - DEBUG - New value at index 200, column RAU: 1.6991467731632237
2024-09-25 10:04:44,471 - DEBUG - Original value at index 201, column RAU: 1.9621
2024-09-25 10:04:44,471 - DEBUG - New value at index 201, column RAU: 4.241310048080383
2024-09-25 10:04:44,471 - DEBUG - Original value at index 202, column RAU: 0.3759
2024-09-25 10:04:44,471 - DEBUG - New value at index 202, column RAU: 1.398796588738041
2024-09-25 10:04:44,471 - DEBUG - Original value at index 203, column RAU: 0.7915
2024-09-25 10:04:44,471 - DEBUG - New value at index 203, column RAU: 4.785900005228644
2024-09-25 10:04:44,471 - DEBUG - Original value at index 204, column RAU: 5.2502
2024-09-25 10:04:44,472 - DEBUG - New value at index 204, column RAU: 2.112058505153463
2024-09-25 10:04:44,472 - DEBUG - Original value at index 205, column RAU: 0.3544
2024-09-25 10:04:44,472 - DEBUG - New value at index 205, column RAU: 3.5244182112910507
2024-09-25 10:04:44,472 - DEBUG - Original value at index 206, column RAU: 1.1075
2024-09-25 10:04:44,472 - DEBUG - New value at index 206, column RAU: 3.7844252929415148
2024-09-25 10:04:44,472 - DEBUG - Original value at index 207, column RAU: 0.6131
2024-09-25 10:04:44,472 - DEBUG - New value at index 207, column RAU: 0.05820015988525458
2024-09-25 10:04:44,472 - DEBUG - Original value at index 208, column RAU: 0.3395
2024-09-25 10:04:44,472 - DEBUG - New value at index 208, column RAU: 1.9291291318371615
2024-09-25 10:04:44,472 - DEBUG - Original value at index 209, column RAU: 3.4725
2024-09-25 10:04:44,472 - DEBUG - New value at index 209, column RAU: 4.374540688823366
2024-09-25 10:04:44,472 - DEBUG - Original value at index 210, column RAU: 0.5402
2024-09-25 10:04:44,472 - DEBUG - New value at index 210, column RAU: 3.3951614893591118
2024-09-25 10:04:44,472 - DEBUG - Original value at index 211, column RAU: 1.2618
2024-09-25 10:04:44,472 - DEBUG - New value at index 211, column RAU: 3.863900551080362
2024-09-25 10:04:44,472 - DEBUG - Original value at index 212, column RAU: 1.0942
2024-09-25 10:04:44,472 - DEBUG - New value at index 212, column RAU: 4.9339940760708725
2024-09-25 10:04:44,472 - DEBUG - Original value at index 213, column RAU: 1.2922
2024-09-25 10:04:44,472 - DEBUG - New value at index 213, column RAU: 3.887818496578861
2024-09-25 10:04:44,472 - DEBUG - Original value at index 214, column RAU: 0.8581
2024-09-25 10:04:44,472 - DEBUG - New value at index 214, column RAU: 2.846541083404689
2024-09-25 10:04:44,472 - DEBUG - Original value at index 215, column RAU: 0.4739
2024-09-25 10:04:44,472 - DEBUG - New value at index 215, column RAU: 4.261433896323282
2024-09-25 10:04:44,472 - DEBUG - Original value at index 216, column RAU: 1.3766
2024-09-25 10:04:44,472 - DEBUG - New value at index 216, column RAU: 3.3741264842619305
2024-09-25 10:04:44,472 - DEBUG - Original value at index 217, column RAU: 2.7094
2024-09-25 10:04:44,472 - DEBUG - New value at index 217, column RAU: 3.623409013665799
2024-09-25 10:04:44,472 - DEBUG - Original value at index 218, column RAU: 0.8462
2024-09-25 10:04:44,472 - DEBUG - New value at index 218, column RAU: 3.3287635328773955
2024-09-25 10:04:44,473 - DEBUG - Original value at index 219, column RAU: 0.6773
2024-09-25 10:04:44,473 - DEBUG - New value at index 219, column RAU: 0.26644519919875775
2024-09-25 10:04:44,473 - DEBUG - Original value at index 220, column RAU: 0.1641
2024-09-25 10:04:44,473 - DEBUG - New value at index 220, column RAU: 0.7348384503028103
2024-09-25 10:04:44,473 - DEBUG - Original value at index 221, column RAU: 1.1945
2024-09-25 10:04:44,473 - DEBUG - New value at index 221, column RAU: 0.5927129580201741
2024-09-25 10:04:44,473 - DEBUG - Original value at index 222, column RAU: 2.5023
2024-09-25 10:04:44,473 - DEBUG - New value at index 222, column RAU: 2.1084457655672932
2024-09-25 10:04:44,473 - DEBUG - Original value at index 223, column RAU: 0.223
2024-09-25 10:04:44,473 - DEBUG - New value at index 223, column RAU: 0.3016854941180609
2024-09-25 10:04:44,473 - DEBUG - Original value at index 224, column RAU: 0.6435
2024-09-25 10:04:44,473 - DEBUG - New value at index 224, column RAU: 3.7054142849870564
2024-09-25 10:04:44,473 - DEBUG - Original value at index 225, column RAU: 1.9023
2024-09-25 10:04:44,473 - DEBUG - New value at index 225, column RAU: 1.9115066673992767
2024-09-25 10:04:44,473 - DEBUG - Original value at index 226, column RAU: 1.5677
2024-09-25 10:04:44,473 - DEBUG - New value at index 226, column RAU: 2.8859131070606496
2024-09-25 10:04:44,473 - DEBUG - Original value at index 227, column RAU: 2.8853
2024-09-25 10:04:44,473 - DEBUG - New value at index 227, column RAU: 2.5942015247531294
2024-09-25 10:04:44,473 - DEBUG - Original value at index 228, column RAU: 1.5182
2024-09-25 10:04:44,473 - DEBUG - New value at index 228, column RAU: 3.172875448881117
2024-09-25 10:04:44,473 - DEBUG - Original value at index 229, column RAU: 0.8986
2024-09-25 10:04:44,473 - DEBUG - New value at index 229, column RAU: 4.033198882507128
2024-09-25 10:04:44,473 - DEBUG - Original value at index 230, column RAU: 4.0161
2024-09-25 10:04:44,473 - DEBUG - New value at index 230, column RAU: 0.6848917031151497
2024-09-25 10:04:44,473 - DEBUG - Original value at index 231, column RAU: 1.2833
2024-09-25 10:04:44,473 - DEBUG - New value at index 231, column RAU: 3.841318948780853
2024-09-25 10:04:44,473 - DEBUG - Original value at index 232, column RAU: 4.6182
2024-09-25 10:04:44,474 - DEBUG - New value at index 232, column RAU: 0.6266167520393131
2024-09-25 10:04:44,474 - DEBUG - Original value at index 233, column RAU: 4.4823
2024-09-25 10:04:44,474 - DEBUG - New value at index 233, column RAU: 1.7056338099065191
2024-09-25 10:04:44,474 - DEBUG - Original value at index 234, column RAU: 2.0205
2024-09-25 10:04:44,474 - DEBUG - New value at index 234, column RAU: 0.7325395860727294
2024-09-25 10:04:44,474 - DEBUG - Original value at index 235, column RAU: 1.5171
2024-09-25 10:04:44,474 - DEBUG - New value at index 235, column RAU: 1.2659397473761616
2024-09-25 10:04:44,474 - DEBUG - Original value at index 236, column RAU: 2.3327
2024-09-25 10:04:44,474 - DEBUG - New value at index 236, column RAU: 0.29408670607499104
2024-09-25 10:04:44,474 - DEBUG - Original value at index 237, column RAU: 4.3739
2024-09-25 10:04:44,474 - DEBUG - New value at index 237, column RAU: 3.1200714190421173
2024-09-25 10:04:44,474 - DEBUG - Original value at index 238, column RAU: 1.6015
2024-09-25 10:04:44,474 - DEBUG - New value at index 238, column RAU: 3.8034930509555083
2024-09-25 10:04:44,474 - DEBUG - Original value at index 239, column RAU: 0.3957
2024-09-25 10:04:44,474 - DEBUG - New value at index 239, column RAU: 2.7554398653987566
2024-09-25 10:04:44,474 - DEBUG - Original value at index 240, column RAU: 1.0926
2024-09-25 10:04:44,474 - DEBUG - New value at index 240, column RAU: 2.678137730120727
2024-09-25 10:04:44,474 - DEBUG - Original value at index 241, column RAU: 4.5555
2024-09-25 10:04:44,474 - DEBUG - New value at index 241, column RAU: 4.576193734214394
2024-09-25 10:04:44,474 - DEBUG - Original value at index 242, column RAU: 1.2157
2024-09-25 10:04:44,474 - DEBUG - New value at index 242, column RAU: 0.405302205438714
2024-09-25 10:04:44,474 - DEBUG - Original value at index 243, column RAU: 2.9866
2024-09-25 10:04:44,474 - DEBUG - New value at index 243, column RAU: 1.6484788649147348
2024-09-25 10:04:44,474 - DEBUG - Original value at index 244, column RAU: 0.5939
2024-09-25 10:04:44,474 - DEBUG - New value at index 244, column RAU: 0.08981131317641682
2024-09-25 10:04:44,475 - DEBUG - Original value at index 245, column RAU: 1.5553
2024-09-25 10:04:44,475 - DEBUG - New value at index 245, column RAU: 1.8656681329877376
2024-09-25 10:04:44,475 - DEBUG - Original value at index 246, column RAU: 2.5916
2024-09-25 10:04:44,475 - DEBUG - New value at index 246, column RAU: 4.600197850228262
2024-09-25 10:04:44,475 - DEBUG - Original value at index 247, column RAU: 0.7636
2024-09-25 10:04:44,475 - DEBUG - New value at index 247, column RAU: 4.903593667223937
2024-09-25 10:04:44,475 - DEBUG - Original value at index 248, column RAU: 5.7286
2024-09-25 10:04:44,475 - DEBUG - New value at index 248, column RAU: 2.955360158282737
2024-09-25 10:04:44,475 - DEBUG - Original value at index 249, column RAU: 3.4445
2024-09-25 10:04:44,475 - DEBUG - New value at index 249, column RAU: 3.4554546662616046
2024-09-25 10:04:44,475 - DEBUG - Original value at index 250, column RAU: 4.8782
2024-09-25 10:04:44,475 - DEBUG - New value at index 250, column RAU: 3.385684808606455
2024-09-25 10:04:44,475 - DEBUG - Original value at index 251, column RAU: 2.9651
2024-09-25 10:04:44,475 - DEBUG - New value at index 251, column RAU: 3.0593548014440852
2024-09-25 10:04:44,475 - DEBUG - Original value at index 252, column RAU: 0.2355
2024-09-25 10:04:44,475 - DEBUG - New value at index 252, column RAU: 2.0752637835092353
2024-09-25 10:04:44,475 - DEBUG - Original value at index 253, column RAU: 10.2421
2024-09-25 10:04:44,475 - DEBUG - New value at index 253, column RAU: 1.538172644371493
2024-09-25 10:04:44,475 - DEBUG - Original value at index 254, column RAU: 0.7572
2024-09-25 10:04:44,475 - DEBUG - New value at index 254, column RAU: 4.378090828647914
2024-09-25 10:04:44,475 - DEBUG - Original value at index 255, column RAU: 6.2802
2024-09-25 10:04:44,475 - DEBUG - New value at index 255, column RAU: 4.876922138120011
2024-09-25 10:04:44,475 - DEBUG - Original value at index 256, column RAU: 2.9416
2024-09-25 10:04:44,475 - DEBUG - New value at index 256, column RAU: 2.4547442516917615
2024-09-25 10:04:44,475 - DEBUG - Original value at index 257, column RAU: 0.624
2024-09-25 10:04:44,475 - DEBUG - New value at index 257, column RAU: 3.6124055640655253
2024-09-25 10:04:44,475 - DEBUG - Original value at index 258, column RAU: 0.132
2024-09-25 10:04:44,476 - DEBUG - New value at index 258, column RAU: 2.421908177544933
2024-09-25 10:04:44,476 - DEBUG - Original value at index 259, column RAU: 0.2215
2024-09-25 10:04:44,476 - DEBUG - New value at index 259, column RAU: 4.499524672769142
2024-09-25 10:04:44,476 - DEBUG - Original value at index 260, column RAU: 0.1285
2024-09-25 10:04:44,476 - DEBUG - New value at index 260, column RAU: 2.784651941820839
2024-09-25 10:04:44,476 - DEBUG - Original value at index 261, column RAU: 0.3079
2024-09-25 10:04:44,476 - DEBUG - New value at index 261, column RAU: 3.352415246043731
2024-09-25 10:04:44,476 - DEBUG - Original value at index 262, column RAU: 2.2836
2024-09-25 10:04:44,476 - DEBUG - New value at index 262, column RAU: 3.035014522428786
2024-09-25 10:04:44,476 - DEBUG - Original value at index 263, column RAU: 3.1986
2024-09-25 10:04:44,476 - DEBUG - New value at index 263, column RAU: 2.913292286409947
2024-09-25 10:04:44,476 - DEBUG - Original value at index 264, column RAU: 1.2795
2024-09-25 10:04:44,476 - DEBUG - New value at index 264, column RAU: 4.680852781040664
2024-09-25 10:04:44,476 - DEBUG - Original value at index 265, column RAU: 2.4913
2024-09-25 10:04:44,476 - DEBUG - New value at index 265, column RAU: 4.028667600584533
2024-09-25 10:04:44,476 - DEBUG - Original value at index 266, column RAU: 1.7431
2024-09-25 10:04:44,476 - DEBUG - New value at index 266, column RAU: 3.4208970161355357
2024-09-25 10:04:44,476 - DEBUG - Original value at index 267, column RAU: 1.7035
2024-09-25 10:04:44,476 - DEBUG - New value at index 267, column RAU: 1.516017123871475
2024-09-25 10:04:44,476 - DEBUG - Original value at index 268, column RAU: 4.0034
2024-09-25 10:04:44,476 - DEBUG - New value at index 268, column RAU: 2.493877697728738
2024-09-25 10:04:44,476 - DEBUG - Original value at index 269, column RAU: 0.5163
2024-09-25 10:04:44,476 - DEBUG - New value at index 269, column RAU: 0.4835060558787878
2024-09-25 10:04:44,476 - DEBUG - Original value at index 270, column RAU: 0.6322
2024-09-25 10:04:44,476 - DEBUG - New value at index 270, column RAU: 3.7842074012237363
2024-09-25 10:04:44,476 - DEBUG - Original value at index 271, column RAU: 0.065
2024-09-25 10:04:44,476 - DEBUG - New value at index 271, column RAU: 2.1235347023427846
2024-09-25 10:04:44,476 - DEBUG - Original value at index 272, column RAU: 2.8579
2024-09-25 10:04:44,477 - DEBUG - New value at index 272, column RAU: 3.1783835277796224
2024-09-25 10:04:44,477 - DEBUG - Original value at index 273, column RAU: 1.624
2024-09-25 10:04:44,477 - DEBUG - New value at index 273, column RAU: 4.86634336713202
2024-09-25 10:04:44,477 - DEBUG - Original value at index 274, column RAU: 1.5492
2024-09-25 10:04:44,477 - DEBUG - New value at index 274, column RAU: 2.799772218274565
2024-09-25 10:04:44,477 - DEBUG - Original value at index 275, column RAU: 1.3062
2024-09-25 10:04:44,477 - DEBUG - New value at index 275, column RAU: 0.2536132860306855
2024-09-25 10:04:44,477 - DEBUG - Original value at index 276, column RAU: 2.8273
2024-09-25 10:04:44,477 - DEBUG - New value at index 276, column RAU: 4.754428938287858
2024-09-25 10:04:44,477 - DEBUG - Original value at index 277, column RAU: 7.0548
2024-09-25 10:04:44,477 - DEBUG - New value at index 277, column RAU: 0.8887663265014374
2024-09-25 10:04:44,477 - DEBUG - Original value at index 278, column RAU: 1.0898
2024-09-25 10:04:44,477 - DEBUG - New value at index 278, column RAU: 2.922277590460923
2024-09-25 10:04:44,477 - DEBUG - Original value at index 279, column RAU: 0.1973
2024-09-25 10:04:44,477 - DEBUG - New value at index 279, column RAU: 2.4888817575410713
2024-09-25 10:04:44,477 - DEBUG - Original value at index 280, column RAU: 1.526
2024-09-25 10:04:44,477 - DEBUG - New value at index 280, column RAU: 1.7260066012520785
2024-09-25 10:04:44,477 - DEBUG - Original value at index 281, column RAU: 0.7016
2024-09-25 10:04:44,477 - DEBUG - New value at index 281, column RAU: 2.1634909801196947
2024-09-25 10:04:44,477 - DEBUG - Original value at index 282, column RAU: 3.062
2024-09-25 10:04:44,477 - DEBUG - New value at index 282, column RAU: 0.10061221253524028
2024-09-25 10:04:44,477 - DEBUG - Original value at index 283, column RAU: 1.2904
2024-09-25 10:04:44,477 - DEBUG - New value at index 283, column RAU: 4.018089596027099
2024-09-25 10:04:44,477 - DEBUG - Original value at index 284, column RAU: 0.9864
2024-09-25 10:04:44,477 - DEBUG - New value at index 284, column RAU: 4.0862209420347835
2024-09-25 10:04:44,477 - DEBUG - Original value at index 285, column RAU: 0.4126
2024-09-25 10:04:44,477 - DEBUG - New value at index 285, column RAU: 0.4102025920494979
2024-09-25 10:04:44,477 - DEBUG - Original value at index 286, column RAU: 6.2459
2024-09-25 10:04:44,477 - DEBUG - New value at index 286, column RAU: 0.19518729219160816
2024-09-25 10:04:44,477 - DEBUG - Original value at index 287, column RAU: 4.9058
2024-09-25 10:04:44,477 - DEBUG - New value at index 287, column RAU: 3.0194196522396406
2024-09-25 10:04:44,477 - DEBUG - Original value at index 288, column RAU: 1.838
2024-09-25 10:04:44,478 - DEBUG - New value at index 288, column RAU: 1.1087374646212167
2024-09-25 10:04:44,478 - DEBUG - Original value at index 289, column RAU: 1.0326
2024-09-25 10:04:44,478 - DEBUG - New value at index 289, column RAU: 3.85880056950492
2024-09-25 10:04:44,478 - DEBUG - Original value at index 290, column RAU: 4.5589
2024-09-25 10:04:44,478 - DEBUG - New value at index 290, column RAU: 0.6161182613717151
2024-09-25 10:04:44,478 - DEBUG - Original value at index 291, column RAU: 2.6414
2024-09-25 10:04:44,478 - DEBUG - New value at index 291, column RAU: 4.287346044340709
2024-09-25 10:04:44,478 - DEBUG - Original value at index 292, column RAU: 0.7282
2024-09-25 10:04:44,478 - DEBUG - New value at index 292, column RAU: 2.0231084560185537
2024-09-25 10:04:44,478 - DEBUG - Original value at index 293, column RAU: 1.0801
2024-09-25 10:04:44,478 - DEBUG - New value at index 293, column RAU: 4.32108556710312
2024-09-25 10:04:44,478 - DEBUG - Original value at index 294, column RAU: 2.5598
2024-09-25 10:04:44,478 - DEBUG - New value at index 294, column RAU: 0.6485367805391861
2024-09-25 10:04:44,478 - DEBUG - Original value at index 295, column RAU: 5.5888
2024-09-25 10:04:44,478 - DEBUG - New value at index 295, column RAU: 0.7878118081106837
2024-09-25 10:04:44,478 - DEBUG - Original value at index 296, column RAU: 2.3308
2024-09-25 10:04:44,478 - DEBUG - New value at index 296, column RAU: 1.3770030335947083
2024-09-25 10:04:44,478 - DEBUG - Original value at index 297, column RAU: 0.8823
2024-09-25 10:04:44,478 - DEBUG - New value at index 297, column RAU: 4.236566373865279
2024-09-25 10:04:44,478 - DEBUG - Original value at index 298, column RAU: 2.3081
2024-09-25 10:04:44,478 - DEBUG - New value at index 298, column RAU: 2.178230005793435
2024-09-25 10:04:44,478 - DEBUG - Original value at index 299, column RAU: 3.0761
2024-09-25 10:04:44,478 - DEBUG - New value at index 299, column RAU: 2.4807545969916216
2024-09-25 10:04:44,478 - DEBUG - Original value at index 300, column RAU: 1.7441
2024-09-25 10:04:44,478 - DEBUG - New value at index 300, column RAU: 0.14840535376304603
2024-09-25 10:04:44,478 - DEBUG - Original value at index 301, column RAU: 1.8474
2024-09-25 10:04:44,478 - DEBUG - New value at index 301, column RAU: 1.6272475011744092
2024-09-25 10:04:44,478 - DEBUG - Original value at index 302, column RAU: 3.3394
2024-09-25 10:04:44,479 - DEBUG - New value at index 302, column RAU: 3.698355919628923
2024-09-25 10:04:44,479 - DEBUG - Original value at index 303, column RAU: 3.5574
2024-09-25 10:04:44,479 - DEBUG - New value at index 303, column RAU: 4.7421384686935175
2024-09-25 10:04:44,479 - DEBUG - Original value at index 304, column RAU: 4.56
2024-09-25 10:04:44,479 - DEBUG - New value at index 304, column RAU: 0.46634522322315297
2024-09-25 10:04:44,479 - DEBUG - Original value at index 305, column RAU: 4.3662
2024-09-25 10:04:44,479 - DEBUG - New value at index 305, column RAU: 4.2654445280760545
2024-09-25 10:04:44,479 - DEBUG - Original value at index 306, column RAU: 1.3083
2024-09-25 10:04:44,479 - DEBUG - New value at index 306, column RAU: 2.8761232372620817
2024-09-25 10:04:44,479 - DEBUG - Original value at index 307, column RAU: 2.2773
2024-09-25 10:04:44,479 - DEBUG - New value at index 307, column RAU: 4.481148177246694
2024-09-25 10:04:44,479 - DEBUG - Original value at index 308, column RAU: 5.6798
2024-09-25 10:04:44,479 - DEBUG - New value at index 308, column RAU: 4.744981736813233
2024-09-25 10:04:44,479 - DEBUG - Original value at index 309, column RAU: 3.2271
2024-09-25 10:04:44,479 - DEBUG - New value at index 309, column RAU: 3.5000775523429515
2024-09-25 10:04:44,479 - DEBUG - Original value at index 310, column RAU: 1.3881
2024-09-25 10:04:44,479 - DEBUG - New value at index 310, column RAU: 4.388996080189277
2024-09-25 10:04:44,479 - DEBUG - Original value at index 311, column RAU: 5.6353
